flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,avg_packet_size,direction,label
F_03742,10.0.252.225,10.0.82.94,44499,53,UDP,24,79698,4.15,3320.75,Inbound,PortScan
F_05702,10.0.163.68,10.0.216.27,64824,22,TCP,60,10746,1.07,179.1,Outbound,DDoS
F_04327,10.0.193.172,10.0.208.65,16180,80,TCP,56,35486,5.2,633.68,Outbound,Infiltration
F_06770,10.0.223.99,10.0.120.243,18969,3306,TCP,13,7952,8.65,611.69,Outbound,Benign
F_02824,10.0.128.160,10.0.106.241,6997,53,UDP,41,92769,3.39,2262.66,Outbound,DDoS
F_02926,10.0.9.214,10.0.253.14,49731,21,UDP,57,15140,7.07,265.61,Outbound,Benign
F_09296,10.0.186.89,10.0.139.27,9072,53,UDP,37,50731,4.9,1371.11,Outbound,Benign
F_01588,10.0.18.68,10.0.122.57,10385,443,TCP,41,41224,6.13,1005.46,Outbound,Benign
F_08828,10.0.75.175,10.0.66.41,40796,8080,TCP,57,72540,7.17,1272.63,Inbound,Benign
F_06360,10.0.208.52,10.0.204.143,23503,21,UDP,9,8898,2.37,988.67,Outbound,DDoS
F_08921,10.0.88.125,10.0.205.236,1034,80,TCP,32,54789,7.98,1712.16,Outbound,Malware
F_04466,10.0.178.170,10.0.46.254,2104,3306,UDP,29,42915,9.92,1479.83,Outbound,Benign
F_02856,10.0.187.199,10.0.77.53,26263,21,UDP,84,41807,1.27,497.7,Outbound,Benign
F_07586,10.0.2.227,10.0.2.186,27006,8080,TCP,80,33752,6.66,421.9,Inbound,DDoS
F_06722,10.0.235.25,10.0.178.136,43662,8080,TCP,85,46181,0.94,543.31,Inbound,Benign
F_05639,10.0.65.58,10.0.9.94,12799,80,TCP,99,71667,3.39,723.91,Outbound,Malware
F_04231,10.0.28.211,10.0.238.13,54469,3306,TCP,85,23939,3.31,281.64,Outbound,BruteForce
F_09415,10.0.217.149,10.0.16.125,6505,80,UDP,84,77305,0.35,920.3,Outbound,Benign
F_03160,10.0.240.202,10.0.139.146,42498,22,UDP,50,98692,6.73,1973.84,Outbound,DDoS
F_09234,10.0.69.80,10.0.229.133,15817,8080,TCP,43,35850,7.0,833.72,Outbound,PortScan
F_06552,10.0.209.150,10.0.3.183,30540,443,TCP,83,32751,3.78,394.59,Outbound,BruteForce
F_04443,10.0.27.240,10.0.66.168,51241,53,TCP,29,32340,8.96,1115.17,Outbound,Benign
F_00074,10.0.162.163,10.0.238.13,58227,21,UDP,77,55206,7.44,716.96,Inbound,DDoS
F_00668,10.0.136.247,10.0.9.123,15811,443,TCP,66,53025,9.89,803.41,Outbound,Benign
F_04573,10.0.81.75,10.0.29.159,15784,22,TCP,82,7707,2.11,93.99,Outbound,PortScan
F_04297,10.0.151.86,10.0.164.96,8210,8080,TCP,44,83596,7.0,1899.91,Inbound,Benign
F_07528,10.0.182.125,10.0.197.202,42208,3306,UDP,32,2386,7.64,74.56,Outbound,DDoS
F_02048,10.0.97.144,10.0.174.100,9012,8080,UDP,7,66379,0.19,9482.71,Outbound,Benign
F_00724,10.0.228.14,10.0.161.64,52548,53,TCP,28,93934,2.34,3354.79,Inbound,Benign
F_07980,10.0.137.236,10.0.3.33,14943,22,TCP,32,35929,4.87,1122.78,Outbound,Benign
F_09428,10.0.187.230,10.0.171.32,13469,53,TCP,59,96523,3.89,1635.98,Inbound,Benign
F_09438,10.0.47.163,10.0.139.72,56503,21,UDP,48,18064,2.5,376.33,Outbound,Benign
F_07638,10.0.9.159,10.0.160.67,51782,22,TCP,12,71378,0.48,5948.17,Outbound,Botnet
F_07008,10.0.63.201,10.0.177.73,5711,53,TCP,63,38845,8.59,616.59,Outbound,Malware
F_04245,10.0.245.244,10.0.89.74,17143,22,UDP,34,1335,0.22,39.26,Outbound,Malware
F_06200,10.0.229.156,10.0.101.2,47818,21,TCP,65,98986,1.55,1522.86,Outbound,PortScan
F_05456,10.0.226.188,10.0.35.133,32797,22,TCP,67,53266,2.71,795.01,Inbound,Botnet
F_01143,10.0.91.97,10.0.0.86,42163,8080,UDP,20,53934,4.07,2696.7,Inbound,Benign
F_03218,10.0.166.247,10.0.47.141,3201,22,UDP,77,90096,9.17,1170.08,Inbound,Botnet
F_04588,10.0.6.30,10.0.118.198,33640,443,UDP,39,15271,7.84,391.56,Outbound,Benign
F_06039,10.0.195.74,10.0.112.223,23493,80,UDP,7,13900,5.11,1985.71,Inbound,Malware
F_02382,10.0.183.156,10.0.0.111,56205,8080,TCP,91,30364,6.64,333.67,Outbound,Benign
F_09810,10.0.199.127,10.0.240.205,62283,21,UDP,97,9208,8.27,94.93,Inbound,Benign
F_04535,10.0.78.146,10.0.105.238,5400,80,TCP,34,3096,1.59,91.06,Outbound,Benign
F_07110,10.0.120.163,10.0.113.205,11390,3306,TCP,6,81181,2.95,13530.17,Inbound,DDoS
F_01691,10.0.195.25,10.0.131.245,41298,53,UDP,31,20519,0.17,661.9,Outbound,Benign
F_03767,10.0.180.55,10.0.159.211,45261,53,TCP,30,72502,9.63,2416.73,Inbound,Benign
F_09173,10.0.69.168,10.0.79.184,13244,21,TCP,76,77034,0.38,1013.61,Inbound,Benign
F_00597,10.0.209.92,10.0.238.249,14410,443,TCP,28,91420,6.33,3265.0,Outbound,Benign
F_03609,10.0.113.177,10.0.114.154,11107,53,UDP,21,17388,2.65,828.0,Inbound,BruteForce
F_02274,10.0.217.27,10.0.230.226,53259,443,TCP,98,58134,7.86,593.2,Inbound,PortScan
F_04182,10.0.199.42,10.0.167.76,51664,22,TCP,46,47418,1.02,1030.83,Inbound,Infiltration
F_09983,10.0.1.109,10.0.246.4,57056,22,UDP,99,30229,3.98,305.34,Inbound,Botnet
F_09566,10.0.27.119,10.0.205.34,13491,53,TCP,72,99288,4.57,1379.0,Outbound,Botnet
F_07861,10.0.51.163,10.0.212.23,36525,3306,TCP,46,63230,2.3,1374.57,Outbound,Benign
F_00828,10.0.250.179,10.0.226.172,41507,21,TCP,39,10021,4.07,256.95,Outbound,Benign
F_06598,10.0.138.36,10.0.195.113,11510,80,TCP,34,32803,2.06,964.79,Inbound,Benign
F_04450,10.0.84.153,10.0.76.118,1627,21,UDP,97,61914,5.52,638.29,Outbound,DDoS
F_00027,10.0.63.249,10.0.26.7,54611,22,UDP,38,93388,2.16,2457.58,Outbound,Benign
F_02577,10.0.113.14,10.0.195.136,3358,3306,TCP,82,13594,0.19,165.78,Inbound,Benign
F_03720,10.0.210.67,10.0.9.223,54041,443,TCP,74,84414,0.13,1140.73,Inbound,Benign
F_00906,10.0.194.215,10.0.126.75,54594,8080,UDP,26,25793,8.88,992.04,Inbound,Botnet
F_04579,10.0.110.62,10.0.236.37,30427,21,TCP,59,20959,6.45,355.24,Outbound,Benign
F_03971,10.0.143.14,10.0.122.73,24726,8080,TCP,83,6165,0.58,74.28,Inbound,Benign
F_01095,10.0.4.5,10.0.18.48,59029,3306,TCP,28,62558,8.63,2234.21,Outbound,Benign
F_05571,10.0.217.189,10.0.7.39,7151,22,TCP,40,84092,4.94,2102.3,Outbound,Benign
F_04902,10.0.8.205,10.0.152.239,26884,53,TCP,30,86310,3.78,2877.0,Inbound,Malware
F_04726,10.0.112.13,10.0.114.193,58655,53,TCP,82,41614,3.49,507.49,Inbound,Benign
F_05135,10.0.64.132,10.0.52.142,14627,443,TCP,68,55337,8.9,813.78,Inbound,Benign
F_06894,10.0.75.73,10.0.211.80,37478,53,UDP,91,39786,1.01,437.21,Outbound,Benign
F_09860,10.0.115.144,10.0.162.26,40241,21,UDP,42,28482,2.95,678.14,Inbound,Benign
F_03733,10.0.175.183,10.0.11.126,27091,443,TCP,65,8888,6.27,136.74,Outbound,BruteForce
F_03139,10.0.229.250,10.0.157.107,42620,22,TCP,38,66108,8.14,1739.68,Inbound,PortScan
F_09479,10.0.91.77,10.0.165.46,43725,21,TCP,22,96883,2.75,4403.77,Inbound,Benign
F_08955,10.0.57.224,10.0.252.209,19532,443,UDP,31,58283,5.67,1880.1,Inbound,Benign
F_01030,10.0.130.37,10.0.22.104,58296,53,UDP,32,30303,2.29,946.97,Inbound,Botnet
F_02965,10.0.57.33,10.0.128.166,4541,22,UDP,21,50417,5.62,2400.81,Outbound,Benign
F_09739,10.0.163.117,10.0.91.164,12129,8080,UDP,23,36133,1.49,1571.0,Inbound,Benign
F_04418,10.0.230.53,10.0.101.232,46100,80,UDP,38,85765,0.11,2256.97,Outbound,BruteForce
F_04211,10.0.139.171,10.0.225.98,7300,53,UDP,93,99474,4.16,1069.61,Inbound,Benign
F_00420,10.0.41.186,10.0.82.254,28389,3306,TCP,32,33784,0.24,1055.75,Inbound,PortScan
F_06876,10.0.189.94,10.0.102.163,59423,22,UDP,41,95995,7.57,2341.34,Outbound,Benign
F_04255,10.0.49.230,10.0.181.119,18477,443,UDP,37,51120,6.34,1381.62,Outbound,Benign
F_08418,10.0.220.215,10.0.245.200,5733,22,TCP,64,23108,7.57,361.06,Inbound,DDoS
F_01157,10.0.159.107,10.0.175.149,55960,443,UDP,87,35895,9.58,412.59,Inbound,Benign
F_00640,10.0.125.44,10.0.55.12,2283,80,UDP,35,61832,6.97,1766.63,Outbound,PortScan
F_05161,10.0.105.109,10.0.172.179,49017,8080,TCP,26,22238,8.97,855.31,Outbound,Benign
F_04683,10.0.83.85,10.0.100.151,33517,22,UDP,96,77935,4.03,811.82,Inbound,DDoS
F_08515,10.0.233.63,10.0.61.53,29895,21,TCP,19,54397,4.4,2863.0,Outbound,Benign
F_06485,10.0.129.103,10.0.239.38,32608,21,TCP,65,45544,3.3,700.68,Outbound,BruteForce
F_01535,10.0.70.191,10.0.145.42,34527,53,TCP,9,80427,9.29,8936.33,Inbound,DDoS
F_02441,10.0.235.21,10.0.182.94,16555,443,UDP,63,89738,3.66,1424.41,Outbound,Benign
F_03324,10.0.63.90,10.0.101.192,20636,53,UDP,12,30600,7.94,2550.0,Inbound,Benign
F_06972,10.0.226.111,10.0.60.120,45336,80,UDP,55,74790,2.96,1359.82,Inbound,Infiltration
F_05382,10.0.152.156,10.0.103.247,14441,8080,UDP,73,29199,1.81,399.99,Outbound,Benign
F_04206,10.0.6.11,10.0.40.209,34064,21,TCP,44,54319,5.63,1234.52,Inbound,PortScan
F_02251,10.0.46.15,10.0.100.144,5545,80,UDP,56,75172,7.04,1342.36,Outbound,Benign
F_08915,10.0.233.87,10.0.26.24,5292,22,UDP,69,91434,7.93,1325.13,Inbound,Benign
F_06959,10.0.101.54,10.0.0.182,36871,443,TCP,74,36541,7.33,493.8,Inbound,Benign
F_00043,10.0.163.50,10.0.200.27,11574,53,TCP,20,61504,6.98,3075.2,Outbound,Benign
F_02888,10.0.61.169,10.0.250.135,48800,3306,UDP,17,68584,1.9,4034.35,Outbound,Benign
F_00210,10.0.162.208,10.0.70.16,60662,21,UDP,57,13425,3.37,235.53,Inbound,Benign
F_00809,10.0.214.57,10.0.209.243,39742,53,TCP,41,16759,5.2,408.76,Outbound,PortScan
F_02160,10.0.161.66,10.0.189.184,37498,21,UDP,21,44515,1.85,2119.76,Inbound,Benign
F_00619,10.0.55.214,10.0.42.232,62496,3306,UDP,81,1846,6.4,22.79,Outbound,Benign
F_03694,10.0.187.238,10.0.247.106,14326,8080,UDP,9,14999,4.68,1666.56,Outbound,Benign
F_04536,10.0.110.2,10.0.202.98,55102,8080,TCP,28,34086,7.52,1217.36,Inbound,PortScan
F_08959,10.0.120.207,10.0.181.223,32133,80,TCP,38,27114,3.46,713.53,Inbound,Benign
F_01286,10.0.102.194,10.0.11.30,30849,80,TCP,49,22274,7.4,454.57,Inbound,Benign
F_02838,10.0.192.114,10.0.43.39,11233,8080,UDP,40,97673,7.74,2441.82,Inbound,Benign
F_06139,10.0.185.146,10.0.208.217,26416,22,TCP,85,5037,0.48,59.26,Inbound,PortScan
F_07796,10.0.244.191,10.0.219.216,47128,8080,UDP,93,88259,1.97,949.02,Outbound,Infiltration
F_09952,10.0.95.36,10.0.51.112,21050,22,TCP,63,90231,5.95,1432.24,Inbound,Benign
F_03331,10.0.53.16,10.0.137.12,4990,80,UDP,74,60571,5.78,818.53,Outbound,Benign
F_03078,10.0.128.138,10.0.125.226,31904,443,UDP,77,89748,7.31,1165.56,Inbound,Benign
F_07333,10.0.188.208,10.0.182.38,44062,22,UDP,41,75768,6.5,1848.0,Outbound,Benign
F_01764,10.0.41.21,10.0.89.232,22663,80,TCP,72,46245,0.73,642.29,Inbound,Botnet
F_06748,10.0.0.39,10.0.131.41,46330,443,TCP,46,92162,6.72,2003.52,Inbound,Botnet
F_02472,10.0.249.12,10.0.244.104,10899,8080,UDP,34,34775,3.3,1022.79,Outbound,DDoS
F_08766,10.0.207.45,10.0.195.88,39972,3306,UDP,40,84881,5.65,2122.02,Inbound,Benign
F_02122,10.0.127.27,10.0.18.129,12103,53,TCP,8,54106,2.53,6763.25,Inbound,Benign
F_04836,10.0.168.151,10.0.70.114,63692,8080,UDP,98,17213,3.33,175.64,Inbound,PortScan
F_02023,10.0.215.49,10.0.210.161,29450,53,TCP,5,46105,8.33,9221.0,Outbound,Benign
F_09301,10.0.223.129,10.0.192.49,24525,22,UDP,66,95040,0.7,1440.0,Outbound,BruteForce
F_06493,10.0.80.149,10.0.173.123,21026,53,TCP,34,83948,1.3,2469.06,Outbound,DDoS
F_05824,10.0.72.115,10.0.92.49,53448,3306,TCP,58,60780,4.11,1047.93,Inbound,Malware
F_08563,10.0.63.150,10.0.241.25,52600,3306,TCP,13,69154,2.85,5319.54,Outbound,Benign
F_09938,10.0.159.175,10.0.160.207,3158,8080,TCP,50,28414,5.54,568.28,Inbound,DDoS
F_09384,10.0.132.210,10.0.196.109,14032,443,TCP,60,87287,0.35,1454.78,Inbound,Benign
F_00924,10.0.236.25,10.0.136.21,1314,21,UDP,12,24473,0.44,2039.42,Outbound,PortScan
F_08102,10.0.233.61,10.0.181.147,54856,53,UDP,19,28318,9.97,1490.42,Outbound,Benign
F_03932,10.0.172.135,10.0.121.97,44393,80,UDP,49,83248,3.58,1698.94,Inbound,Benign
F_03657,10.0.11.65,10.0.143.174,28280,3306,UDP,24,44381,2.08,1849.21,Outbound,DDoS
F_01518,10.0.33.78,10.0.13.163,14400,53,UDP,43,81609,1.45,1897.88,Outbound,Benign
F_04012,10.0.33.77,10.0.105.172,34508,8080,TCP,46,40401,4.63,878.28,Outbound,Benign
F_07762,10.0.224.144,10.0.55.238,57496,8080,UDP,58,93878,7.53,1618.59,Inbound,Benign
F_01117,10.0.225.76,10.0.94.11,1988,443,TCP,84,81639,6.02,971.89,Inbound,Benign
F_07689,10.0.182.75,10.0.34.250,60293,21,UDP,20,33223,5.39,1661.15,Outbound,Infiltration
F_02282,10.0.236.84,10.0.160.160,4666,3306,TCP,76,32547,10.0,428.25,Outbound,DDoS
F_08162,10.0.34.33,10.0.89.199,28395,21,UDP,14,38558,3.38,2754.14,Outbound,PortScan
F_02923,10.0.254.254,10.0.235.163,19063,443,TCP,81,65218,6.44,805.16,Outbound,DDoS
F_06439,10.0.159.138,10.0.58.205,19901,53,TCP,15,79859,0.35,5323.93,Outbound,Benign
F_00989,10.0.11.19,10.0.117.79,8336,22,UDP,70,65731,4.87,939.01,Outbound,PortScan
F_06769,10.0.27.42,10.0.13.103,56655,3306,UDP,93,83084,8.73,893.38,Outbound,Benign
F_02757,10.0.121.21,10.0.109.212,23475,8080,UDP,68,72153,9.56,1061.07,Outbound,Benign
F_07916,10.0.130.102,10.0.173.254,27886,53,TCP,19,36999,8.13,1947.32,Outbound,Benign
F_02716,10.0.156.98,10.0.148.20,18702,3306,TCP,95,43805,2.72,461.11,Outbound,Benign
F_08922,10.0.112.213,10.0.247.42,18168,22,UDP,49,38009,0.79,775.69,Inbound,Benign
F_08375,10.0.254.252,10.0.161.7,63829,3306,TCP,62,24151,9.68,389.53,Outbound,PortScan
F_02692,10.0.169.187,10.0.28.136,60111,22,UDP,45,84996,0.19,1888.8,Inbound,Benign
F_03399,10.0.202.158,10.0.143.4,43880,3306,UDP,53,50938,7.56,961.09,Outbound,BruteForce
F_09387,10.0.184.203,10.0.207.63,3417,80,UDP,61,25977,8.74,425.85,Inbound,BruteForce
F_04621,10.0.58.71,10.0.99.71,37067,21,UDP,12,93332,7.86,7777.67,Outbound,Infiltration
F_08995,10.0.9.65,10.0.199.44,50129,443,TCP,68,74285,7.61,1092.43,Outbound,Benign
F_03920,10.0.24.74,10.0.178.143,12718,443,TCP,5,71919,3.57,14383.8,Inbound,PortScan
F_04563,10.0.88.31,10.0.91.142,24383,3306,UDP,93,41531,4.43,446.57,Inbound,PortScan
F_03634,10.0.170.213,10.0.197.151,35597,53,TCP,86,66763,2.45,776.31,Outbound,Benign
F_08823,10.0.71.3,10.0.37.111,57796,443,TCP,32,72681,7.26,2271.28,Inbound,Benign
F_09722,10.0.98.72,10.0.77.139,36381,3306,UDP,15,47058,5.15,3137.2,Inbound,Benign
F_05813,10.0.97.218,10.0.124.53,10719,53,TCP,42,96430,5.39,2295.95,Outbound,BruteForce
F_08385,10.0.50.123,10.0.2.142,61833,21,TCP,91,60345,2.9,663.13,Inbound,Benign
F_03405,10.0.113.177,10.0.201.24,25403,80,UDP,21,79240,8.15,3773.33,Inbound,Benign
F_00082,10.0.47.247,10.0.118.100,14802,22,UDP,85,33938,6.37,399.27,Inbound,Benign
F_09842,10.0.47.61,10.0.67.132,40471,80,TCP,97,6479,2.44,66.79,Outbound,PortScan
F_05475,10.0.161.67,10.0.42.221,5373,22,TCP,60,54721,2.09,912.02,Outbound,Benign
F_02497,10.0.80.113,10.0.188.87,45923,21,UDP,64,71517,4.53,1117.45,Outbound,Benign
F_03323,10.0.130.21,10.0.86.199,48446,3306,TCP,22,92541,1.61,4206.41,Outbound,PortScan
F_01015,10.0.78.117,10.0.225.14,18338,8080,UDP,5,28777,4.85,5755.4,Outbound,Benign
F_06359,10.0.125.136,10.0.119.156,51616,8080,UDP,22,34458,9.93,1566.27,Outbound,Botnet
F_01533,10.0.73.39,10.0.115.192,18973,3306,UDP,66,2563,6.36,38.83,Outbound,Benign
F_06566,10.0.220.171,10.0.78.77,60986,22,UDP,28,79804,1.25,2850.14,Inbound,Benign
F_09379,10.0.24.213,10.0.172.114,21427,443,TCP,43,99062,9.97,2303.77,Outbound,Benign
F_07616,10.0.76.136,10.0.177.207,55232,80,UDP,9,54193,4.67,6021.44,Outbound,DDoS
F_09302,10.0.56.181,10.0.34.94,54775,21,UDP,82,77273,9.19,942.35,Inbound,Benign
F_02849,10.0.168.221,10.0.226.219,11999,22,UDP,90,92594,6.14,1028.82,Inbound,Infiltration
F_03011,10.0.193.222,10.0.93.72,64398,443,UDP,26,38692,7.49,1488.15,Outbound,BruteForce
F_04321,10.0.94.122,10.0.108.35,38297,80,TCP,40,6826,2.1,170.65,Outbound,PortScan
F_00500,10.0.211.205,10.0.166.100,4499,53,UDP,15,33348,7.91,2223.2,Inbound,Benign
F_08169,10.0.33.103,10.0.71.20,8812,3306,TCP,53,54325,8.1,1025.0,Outbound,Benign
F_06882,10.0.202.180,10.0.31.95,48702,53,UDP,49,83828,5.02,1710.78,Inbound,Benign
F_02091,10.0.46.143,10.0.26.8,11819,8080,TCP,91,82330,2.93,904.73,Inbound,Botnet
F_03365,10.0.203.161,10.0.148.213,58396,443,UDP,77,65176,0.62,846.44,Inbound,Benign
F_05016,10.0.18.130,10.0.253.213,10963,53,UDP,9,39975,8.15,4441.67,Outbound,Benign
F_06431,10.0.16.59,10.0.197.136,55385,21,TCP,76,31445,6.8,413.75,Inbound,Botnet
F_08979,10.0.83.211,10.0.31.160,18726,22,UDP,52,78047,5.21,1500.9,Inbound,Benign
F_00320,10.0.116.129,10.0.126.15,63359,8080,UDP,19,64405,9.48,3389.74,Outbound,Botnet
F_01405,10.0.107.251,10.0.214.77,37843,21,TCP,84,19689,2.1,234.39,Inbound,Malware
F_08961,10.0.16.240,10.0.180.240,6271,53,UDP,54,5601,8.95,103.72,Outbound,BruteForce
F_03470,10.0.149.148,10.0.249.121,39578,443,UDP,39,76437,7.27,1959.92,Outbound,Benign
F_00435,10.0.121.194,10.0.41.13,6202,21,TCP,50,48939,0.73,978.78,Inbound,Benign
F_09923,10.0.170.59,10.0.186.251,13558,3306,UDP,81,18356,5.01,226.62,Inbound,PortScan
F_01619,10.0.76.221,10.0.193.162,65231,8080,TCP,67,23376,6.2,348.9,Outbound,Benign
F_09163,10.0.85.19,10.0.88.20,21473,21,UDP,12,97239,9.9,8103.25,Outbound,Benign
F_02428,10.0.239.22,10.0.33.226,55008,22,UDP,41,51117,4.27,1246.76,Outbound,Benign
F_00993,10.0.16.74,10.0.95.33,34787,8080,TCP,32,11900,3.01,371.88,Inbound,Benign
F_08589,10.0.21.221,10.0.222.128,3065,443,UDP,77,72818,8.78,945.69,Outbound,Benign
F_05642,10.0.203.150,10.0.184.110,44473,21,UDP,99,70246,8.37,709.56,Inbound,Benign
F_07197,10.0.102.124,10.0.103.222,7198,80,UDP,17,28961,4.28,1703.59,Inbound,Benign
F_04513,10.0.88.125,10.0.92.134,40804,22,UDP,99,61872,0.39,624.97,Outbound,Benign
F_06530,10.0.152.2,10.0.79.45,49930,53,TCP,54,51304,0.95,950.07,Inbound,Benign
F_02124,10.0.130.97,10.0.32.119,31999,3306,UDP,20,82813,6.6,4140.65,Inbound,Benign
F_01102,10.0.162.178,10.0.86.15,32378,3306,TCP,58,59559,7.55,1026.88,Inbound,Botnet
F_07306,10.0.35.182,10.0.87.20,12194,3306,TCP,57,49366,8.21,866.07,Outbound,Malware
F_02174,10.0.56.117,10.0.37.189,21402,3306,TCP,85,49895,4.86,587.0,Outbound,Benign
F_01690,10.0.148.226,10.0.44.32,59287,22,TCP,5,11837,6.56,2367.4,Outbound,Benign
F_09390,10.0.85.37,10.0.128.8,15115,443,UDP,10,40139,9.41,4013.9,Inbound,Benign
F_02139,10.0.215.226,10.0.92.5,41158,53,TCP,18,48583,7.45,2699.06,Outbound,DDoS
F_09574,10.0.20.94,10.0.117.66,5381,80,TCP,9,49473,8.81,5497.0,Outbound,Botnet
F_06379,10.0.89.159,10.0.205.231,13503,53,TCP,58,65002,1.06,1120.72,Inbound,BruteForce
F_04339,10.0.149.160,10.0.28.23,20212,8080,UDP,93,86567,1.26,930.83,Inbound,Benign
F_03208,10.0.157.209,10.0.73.50,8948,3306,TCP,42,56972,7.08,1356.48,Inbound,Benign
F_04433,10.0.179.253,10.0.6.136,39183,443,TCP,21,87029,6.81,4144.24,Outbound,Benign
F_00362,10.0.66.65,10.0.35.45,19283,53,TCP,31,85293,4.13,2751.39,Inbound,Benign
F_08332,10.0.184.207,10.0.59.98,11821,21,UDP,86,53071,7.92,617.1,Inbound,PortScan
F_02278,10.0.92.109,10.0.68.215,14412,3306,UDP,25,48011,7.86,1920.44,Outbound,Benign
F_09809,10.0.141.130,10.0.50.64,27867,21,TCP,74,61841,0.21,835.69,Inbound,Malware
F_06534,10.0.243.149,10.0.152.31,41319,80,TCP,72,3574,8.45,49.64,Inbound,Benign
F_07162,10.0.164.51,10.0.38.182,5732,443,TCP,61,68338,8.75,1120.3,Outbound,Benign
F_04465,10.0.46.168,10.0.172.229,20430,3306,TCP,98,38156,8.08,389.35,Outbound,Benign
F_02469,10.0.4.209,10.0.207.158,24872,21,TCP,58,96216,9.12,1658.9,Outbound,Benign
F_07207,10.0.239.199,10.0.189.205,52796,3306,UDP,68,29874,0.86,439.32,Inbound,Benign
F_01070,10.0.206.73,10.0.77.134,28613,53,UDP,77,29014,1.85,376.81,Inbound,Benign
F_04099,10.0.35.173,10.0.158.55,21033,8080,TCP,92,30597,6.12,332.58,Inbound,Benign
F_05086,10.0.176.139,10.0.98.173,3417,80,TCP,93,54882,8.38,590.13,Outbound,Botnet
F_00667,10.0.151.55,10.0.19.74,40033,22,UDP,83,81625,7.29,983.43,Outbound,Benign
F_00434,10.0.177.27,10.0.169.204,45470,21,TCP,73,21089,5.86,288.89,Inbound,Benign
F_04007,10.0.147.87,10.0.83.30,63949,80,TCP,17,36191,2.64,2128.88,Inbound,Benign
F_03862,10.0.158.201,10.0.168.103,21264,443,UDP,72,94933,7.68,1318.51,Inbound,Benign
F_05546,10.0.163.203,10.0.108.147,21909,80,TCP,62,39927,0.91,643.98,Inbound,Benign
F_02694,10.0.232.162,10.0.0.29,55872,22,UDP,25,92558,3.9,3702.32,Inbound,Botnet
F_06802,10.0.68.114,10.0.25.71,52202,21,UDP,68,57657,3.24,847.9,Inbound,PortScan
F_07289,10.0.93.51,10.0.85.248,23158,3306,UDP,66,50858,2.93,770.58,Inbound,Benign
F_06771,10.0.60.123,10.0.224.145,39318,53,UDP,24,61255,7.75,2552.29,Inbound,Benign
F_04813,10.0.57.198,10.0.126.32,9235,22,TCP,36,49374,9.29,1371.5,Outbound,Benign
F_02348,10.0.165.131,10.0.35.126,21834,21,TCP,69,41458,0.75,600.84,Inbound,DDoS
F_00620,10.0.13.218,10.0.6.92,48876,53,TCP,48,33392,2.04,695.67,Inbound,Benign
F_02171,10.0.46.38,10.0.92.139,12881,80,UDP,65,86611,6.75,1332.48,Inbound,Infiltration
F_08576,10.0.14.174,10.0.140.231,61015,53,TCP,99,25293,4.18,255.48,Outbound,Benign
F_02231,10.0.61.113,10.0.66.120,33104,443,TCP,39,17399,8.54,446.13,Outbound,Benign
F_05342,10.0.209.17,10.0.240.50,43872,3306,TCP,86,5045,4.47,58.66,Inbound,BruteForce
F_06693,10.0.213.62,10.0.109.228,37135,21,TCP,95,68998,5.22,726.29,Outbound,Benign
F_02232,10.0.175.158,10.0.217.15,36729,8080,TCP,92,35295,6.83,383.64,Inbound,Malware
F_03896,10.0.80.41,10.0.5.91,10185,8080,UDP,52,90060,7.01,1731.92,Inbound,Benign
F_06595,10.0.10.12,10.0.67.171,3440,22,UDP,54,17463,4.24,323.39,Outbound,Benign
F_00507,10.0.152.194,10.0.226.95,18467,3306,UDP,27,1623,6.87,60.11,Inbound,Benign
F_01985,10.0.187.57,10.0.248.74,15686,21,TCP,30,10765,3.42,358.83,Outbound,PortScan
F_07448,10.0.86.109,10.0.239.96,37054,53,TCP,90,78335,7.22,870.39,Inbound,PortScan
F_06262,10.0.180.54,10.0.70.114,40302,53,TCP,49,42548,0.71,868.33,Inbound,DDoS
F_09403,10.0.13.180,10.0.145.46,38266,3306,UDP,64,59531,7.48,930.17,Inbound,Benign
F_03110,10.0.177.195,10.0.76.69,14611,80,UDP,48,44567,1.67,928.48,Outbound,Benign
F_08425,10.0.126.155,10.0.24.236,48384,3306,TCP,90,70526,5.13,783.62,Outbound,Benign
F_03724,10.0.112.15,10.0.111.15,26618,8080,UDP,63,2578,1.93,40.92,Outbound,DDoS
F_08393,10.0.215.28,10.0.12.132,8849,53,TCP,22,54693,8.28,2486.05,Outbound,Benign
F_07784,10.0.225.167,10.0.19.229,41817,53,TCP,24,45446,4.47,1893.58,Outbound,PortScan
F_01139,10.0.204.237,10.0.23.175,25315,53,TCP,89,70751,4.91,794.96,Outbound,Benign
F_00344,10.0.33.180,10.0.23.232,59004,443,TCP,6,3775,6.38,629.17,Outbound,DDoS
F_03095,10.0.247.92,10.0.57.241,31176,443,UDP,47,72482,4.45,1542.17,Outbound,Benign
F_00227,10.0.7.27,10.0.0.246,40806,22,TCP,99,17733,9.22,179.12,Inbound,Infiltration
F_02598,10.0.208.87,10.0.223.235,22474,22,UDP,20,24376,4.89,1218.8,Outbound,Benign
F_04307,10.0.245.149,10.0.18.183,62359,22,UDP,7,98700,3.0,14100.0,Inbound,DDoS
F_05305,10.0.236.55,10.0.133.123,12239,80,TCP,58,41238,1.89,711.0,Inbound,Benign
